kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Mlati,Jasa,Mikro_Lv1,2200812,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,3450878,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,3532381,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3626951,4,2,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,2525774,3,2,1,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,2787707,4,2,2,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,2092920,2,1,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,4658582,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv2,8006948,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1066961,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4640823,1,0,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv2,5966704,5,2,3,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1758073,2,1,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,1767538,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3359644,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3115427,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4543893,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4810439,2,1,1,1,1,0,2,1
Pakem,Agribisnis,Mikro_Lv1,2156484,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,3447778,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1482439,1,1,0,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv2,7809112,5,2,3,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,4869634,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3507371,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2259968,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv4,46403432,5,3,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4934132,1,0,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4330509,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1465851,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1333469,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3541878,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2562470,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2861449,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2613188,3,1,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,4149510,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3424704,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,7294716,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3593228,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3955551,1,1,0,0,0,0,0,0
Seyegan,Agribisnis,Mikro_Lv1,3655839,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,928755,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4625168,1,1,0,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,847240,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3312858,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3426353,4,2,2,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,2016119,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,3185429,1,1,0,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,1378638,3,2,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3676236,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2566375,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1823291,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3281391,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2661036,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4694661,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1283837,2,1,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2275341,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3015867,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,581697,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3666067,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv3,14053564,7,4,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2518026,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3009125,1,1,0,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv2,9110583,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4632154,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1905146,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3251477,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,2515346,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1183763,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2545175,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4019927,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2319146,2,1,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,4378709,1,1,0,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,4674659,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,626566,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4199924,3,2,1,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,2592138,3,2,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,1208359,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3994403,4,2,2,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1961505,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3600846,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1158620,3,2,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,1480549,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,4592353,4,2,2,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,2988837,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,1673180,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1966539,1,0,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1370375,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4904001,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2631501,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,833411,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2826326,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv3,15878445,5,2,3,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4108483,3,2,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4598683,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,660284,3,2,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,875162,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4350215,4,2,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,2312013,2,1,1,1,0,0,1,0
Ngemplak,Agribisnis,Mikro_Lv1,1495310,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4154890,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1394740,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2660941,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,5763963,3,2,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,1700143,3,1,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1866948,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4075538,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1134290,2,1,1,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1225085,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1759485,3,1,2,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv2,7326444,6,3,3,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2113839,1,1,0,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,3575045,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2741496,1,0,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4168027,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3241133,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3781899,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1128322,1,1,0,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv3,19276125,5,3,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2700950,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv2,9374226,3,2,1,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,3670725,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1567043,2,1,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,4884294,1,1,0,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2585547,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,6596802,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,9310346,6,4,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4485923,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2210795,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,835872,3,2,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,4710381,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,2924138,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,535723,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1951738,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1129265,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv3,13248623,5,2,3,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,908978,3,1,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv3,13063634,6,3,3,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3422724,3,2,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3898388,2,1,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv2,8870387,5,3,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1619247,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,9047766,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1715031,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4369663,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,3910359,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4826567,3,2,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,3810775,1,0,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4198710,2,1,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,3173818,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2204344,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2540795,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1465595,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2024696,2,1,1,1,1,0,2,1
Cangkringan,Jasa,Mikro_Lv1,3693340,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1774041,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,5943818,5,3,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,2931188,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4443590,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3967964,3,1,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2423639,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3692306,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,4319835,3,1,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3639354,2,1,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,1849184,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4719484,3,1,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,868241,2,1,1,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv2,7674704,3,1,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv5,70671554,14,7,7,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1042852,1,1,0,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,3372685,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2248629,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4481196,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,6421953,5,2,3,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,3304910,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4080960,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1487961,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,4763435,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1622073,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3165461,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3477858,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,656760,3,1,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4642001,1,0,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,771382,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2460346,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4383762,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,6090525,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2524959,1,0,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3714919,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4902382,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1293667,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1724626,3,2,1,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,1571099,3,1,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4144998,1,0,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv3,17387788,6,3,3,1,1,0,2,1
Moyudan,Agribisnis,Mikro_Lv1,3987593,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1749928,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4759859,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2878663,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3569540,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3667331,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1447503,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1032274,3,2,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,1029982,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,953746,3,1,2,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,2387900,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1608869,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4413799,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,6308063,6,3,3,1,1,1,3,1
Tempel,Perdagangan,Mikro_Lv1,800974,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,679594,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,3640244,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4185816,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3410660,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4137761,1,0,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv2,8808532,2,1,1,1,0,0,1,0
Berbah,Agribisnis,Mikro_Lv1,2347752,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1425855,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,3107851,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2601582,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,840278,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1627237,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2741942,4,2,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,4175355,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4319469,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1727381,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,4445743,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3538986,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2544471,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3554621,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1098137,4,2,2,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4913555,3,1,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3466303,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,6911011,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1025011,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4197354,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1593630,4,2,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,4884422,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,2839270,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4406358,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,878652,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,971426,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4406692,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1724483,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,700802,3,1,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,767299,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2526029,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,4357984,4,2,2,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,2657867,1,0,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4559490,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1147581,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv2,6145161,6,3,3,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4633068,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1529726,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,746818,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4414988,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1238637,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2387521,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4146910,3,2,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,4946291,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4807030,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3746408,4,2,2,1,0,0,1,0
Ngaglik,Agribisnis,Mikro_Lv1,3807509,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv4,25268966,9,5,4,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4877213,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1184388,3,2,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4857990,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1266582,2,1,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,2426442,1,1,0,0,0,0,0,0
Pakem,Jasa,Mikro_Lv3,21195621,8,5,3,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2837006,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4114909,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4146223,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4683780,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2377392,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2715908,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4337587,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4028429,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,664010,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2104211,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1659538,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1519649,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3146250,3,1,2,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4380546,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2357478,1,0,1,1,1,0,2,1
Minggir,Perdagangan,Mikro_Lv1,4409069,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,2311268,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1764271,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2795887,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4875956,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3357384,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3366991,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,2670068,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4362127,1,1,0,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1906445,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,918100,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,7446356,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,870209,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,902328,4,2,2,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,1558103,3,2,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,1965504,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,4549298,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,4260091,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4106537,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,745371,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,1169716,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2981264,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3097165,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3764756,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2032202,2,1,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,4671151,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2491321,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,9907276,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1021848,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1743725,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3663939,2,1,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,3611727,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2071254,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1908972,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,9644094,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4391809,3,1,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,3085370,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1735498,1,0,1,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,2391688,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2469418,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv3,11638127,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4444337,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2426626,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1037460,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3601536,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4280276,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,624717,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1349670,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3465770,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv3,15835131,5,2,3,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4580909,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv3,16262894,5,3,2,1,0,0,1,0
