kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Gamping,Perdagangan,Mikro_Lv1,756168,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1699765,2,1,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,2426244,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2610459,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4357990,1,1,0,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv2,7549978,5,3,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv2,6926442,5,3,2,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,599934,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4026899,3,1,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,855193,3,2,1,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,492797,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4279705,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2558373,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1523331,2,1,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,4863142,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,4161878,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1384515,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3409938,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1854713,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,569824,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4685089,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2791736,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1179328,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3909069,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,1811268,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1264271,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2295887,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4375956,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2857384,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2866991,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,2170068,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3862127,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv2,6406445,2,1,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv2,6515003,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,7698135,4,2,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3778130,1,0,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv2,7332569,2,1,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,4855608,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,693318,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,995136,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,480474,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,209746,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,245371,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,669716,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2481264,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2597165,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3264756,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1532202,2,1,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,4171151,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1991321,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,9907276,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,521848,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1243725,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3163939,2,1,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,4942713,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1571254,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1408972,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,9644094,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3891809,3,1,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2585370,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,4399271,1,0,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4654280,1,1,0,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,1969418,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv3,11638127,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3944337,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1926626,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,537460,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3101536,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4533157,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1165797,3,1,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,849670,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4869021,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3410562,2,1,1,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,3887085,2,1,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,4017338,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv3,16262894,5,3,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,3350702,1,1,0,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1997832,1,1,0,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv2,8312774,6,3,3,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4399373,3,2,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,4114316,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3982077,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4756770,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,8484591,5,3,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,134753,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2313252,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,18318,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,454039,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2662752,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,3679425,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,523809,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,1278179,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,3260209,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2873238,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2989475,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,223626,1,0,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv5,81804023,18,11,7,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv2,7676407,5,3,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3828896,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2292435,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,904369,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,5283655,2,1,1,1,1,0,2,1
Sleman,Agribisnis,Mikro_Lv1,404013,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1746548,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,2067070,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2643537,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,2440592,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4233536,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2761846,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv3,15397617,7,4,3,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,1455186,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3880221,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,573467,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,310605,4,2,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,4713439,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2662200,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2557269,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2439499,1,0,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2647843,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2135208,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1992306,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1424010,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3918771,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,122793,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1458799,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,293619,3,1,2,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv2,9105726,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4122816,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv2,6883216,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4512683,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4818042,3,2,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,8504481,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1366449,1,1,0,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4979052,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1106888,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2934935,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Kecil,145821384,27,14,13,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,3278665,3,2,1,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv1,937410,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4022176,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,1143682,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2696214,4,2,2,1,0,0,1,0
Turi,Agribisnis,Mikro_Lv1,3757154,1,0,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,307672,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3217653,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4724892,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3604974,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3101659,1,0,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,58054,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,6394838,5,2,3,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3875351,1,0,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1898764,3,2,1,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv1,2755762,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1435471,1,0,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,2898506,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2528965,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,3920121,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1337194,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4531364,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2507130,1,0,1,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,4602334,1,1,0,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv2,8675007,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,2223244,1,0,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,1915942,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv3,10915733,3,1,2,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,4663283,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1121647,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1424053,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2936263,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1292595,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1093544,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4173158,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2003111,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1005912,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3527231,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4571743,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,793941,1,0,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2690089,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3332055,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,1202802,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1329780,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,416893,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2240510,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,890199,3,2,1,1,1,0,2,1
Turi,Perdagangan,Kecil,878760045,84,47,37,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,1424606,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv4,33733143,7,3,4,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,4280421,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,732531,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1916576,3,1,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3288820,2,1,1,1,1,1,3,1
Cangkringan,Perdagangan,Mikro_Lv1,4904746,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4608357,3,1,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3178037,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1261221,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4849689,3,2,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2986884,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3356789,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,521332,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2957516,4,2,2,1,1,1,3,1
Gamping,Jasa,Mikro_Lv1,1079617,4,2,2,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,1102676,1,0,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1138806,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2679313,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3255752,1,0,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv2,6936776,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4367042,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3738941,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3124105,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3131712,4,2,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4393189,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2300670,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2173113,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3250241,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4626117,4,2,2,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,4451570,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,4469808,2,1,1,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,3306852,1,1,0,1,0,0,1,0
Moyudan,Agribisnis,Mikro_Lv1,4459891,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4848060,3,2,1,1,1,0,2,1
Minggir,Agribisnis,Mikro_Lv1,4280069,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1602595,2,1,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,1822183,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1388380,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3054669,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,1152314,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,1794123,2,1,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,4682557,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4140651,4,2,2,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,4875954,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,1103765,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1759718,4,2,2,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv2,9803403,4,2,2,1,1,0,2,1
Prambanan,Agribisnis,Mikro_Lv1,1933546,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1018282,3,2,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv3,15195138,6,3,3,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3606006,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,412882,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2784763,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,974771,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,697690,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,104596,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4576249,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv2,9766465,5,3,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2725314,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4247907,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1302194,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2430145,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2186059,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,608492,2,1,1,0,0,0,0,0
Kalasan,Agribisnis,Mikro_Lv1,1778467,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1870472,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,4151515,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4892777,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8584947,6,4,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4921084,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1957947,1,1,0,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv2,6772973,2,1,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,989237,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1357220,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,539725,3,2,1,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,4302689,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,766466,1,0,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,413725,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1713910,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3279103,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3482099,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3221442,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv2,6618850,5,2,3,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv2,6293893,6,3,3,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,388145,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2834229,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,125300,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2112675,3,1,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,2847843,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3138550,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,986726,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3253424,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3281450,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4110363,2,1,1,1,1,0,2,1
Pakem,Jasa,Mikro_Lv1,3079235,3,1,2,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,3594642,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4435520,3,1,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2425619,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2183800,1,1,0,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,4857562,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3199187,3,1,2,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,2923733,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3807129,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1357373,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,490773,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,44777,2,1,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,1273986,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3267290,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3814582,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3621552,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,588877,1,0,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3985941,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv4,36177902,6,3,3,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4921953,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,7648678,4,2,2,1,1,1,3,1
Godean,Jasa,Mikro_Lv1,3755138,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,343161,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2999668,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,528052,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1139037,1,0,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,1890881,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2583417,3,2,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,592747,2,1,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,827314,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1484678,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1586536,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1938266,3,2,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,1503446,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,70719,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3210465,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,312512,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2235182,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3932456,4,2,2,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1993783,1,1,0,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3622216,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4149797,3,1,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,2103645,3,1,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv2,7687772,5,2,3,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3794479,3,2,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,2174774,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,1465794,3,2,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2486114,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4901156,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1377912,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3221943,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3558502,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3008498,1,1,0,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,242462,1,1,0,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1891117,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4524235,1,0,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv2,9706403,3,2,1,0,0,0,0,0
