kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Mlati,Agribisnis,Mikro_Lv2,5945541,0.1891,3,1,2,1,1,0,2,1
Godean,Agribisnis,Mikro_Lv1,1951836,0.3226,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4539614,0.8977,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2324957,0.4055,3,1,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1033286,0.1185,2,1,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3921086,0.7602,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv3,18213122,0.5475,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,843995,0.0764,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3012095,0.5582,2,1,1,1,0,0,1,1
Depok,Jasa,Mikro_Lv1,4226124,0.828,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,1747265,0.2772,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3991383,0.7759,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv3,15190857,0.3461,7,4,3,1,0,0,1,1
Seyegan,Perdagangan,Mikro_Lv2,5186354,0.0373,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv2,5265732,0.0531,6,3,3,0,0,0,0,0
Godean,Agribisnis,Mikro_Lv1,1210787,0.158,1,0,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4180482,0.8179,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3115206,0.5812,3,2,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,4626934,0.9171,3,2,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,2141687,0.3648,4,2,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2066075,0.348,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2205319,0.379,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2981023,0.5513,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,5073415,0.0147,1,0,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,3769643,0.7266,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,4129549,0.8066,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1487965,0.2195,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4270394,0.8379,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,789321,0.0643,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2076094,0.3502,2,1,1,1,1,1,3,1
Ngaglik,Perdagangan,Mikro_Lv1,1452747,0.2117,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,6201896,0.2404,5,2,3,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv2,9239957,0.848,1,1,0,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2380993,0.418,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1708412,0.2685,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2496509,0.4437,3,1,2,1,1,0,2,1
Turi,Agribisnis,Mikro_Lv1,504844,0.0011,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2381668,0.4181,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4354345,0.8565,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2732840,0.4962,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1125846,0.1391,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4947227,0.9883,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3694761,0.7099,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3093054,0.5762,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1876307,0.3058,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1070552,0.1268,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1840077,0.2978,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1308722,0.1797,4,2,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,1445736,0.2102,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,2467457,0.4372,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3131962,0.5849,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,790951,0.0647,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,4594445,0.9099,1,1,0,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,2576020,0.4613,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,6403777,0.2808,5,2,3,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4336779,0.8526,1,1,0,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4275235,0.8389,4,2,2,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv1,4283459,0.8408,1,0,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,3766860,0.726,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1001434,0.1114,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,2369013,0.4153,1,0,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4316856,0.8482,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2975173,0.55,3,1,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4261390,0.8359,4,2,2,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2086105,0.3525,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3101443,0.5781,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4539947,0.8978,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4023041,0.7829,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3003666,0.5564,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1947872,0.3217,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2518157,0.4485,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,4651668,0.9226,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4890812,0.9757,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,5204696,0.0409,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3706524,0.7126,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1831869,0.296,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2693155,0.4874,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3053609,0.5675,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1346945,0.1882,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3900816,0.7557,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv3,14419471,0.2946,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2080394,0.3512,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2315773,0.4035,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,507042,0.0016,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4358988,0.8576,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3069129,0.5709,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,672993,0.0384,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4187807,0.8195,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,4833406,0.963,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3519498,0.671,2,1,1,1,1,0,2,1
Sleman,Agribisnis,Mikro_Lv1,1937353,0.3194,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4730803,0.9402,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8766073,0.7532,3,2,1,1,1,1,3,1
Moyudan,Jasa,Mikro_Lv1,4160993,0.8136,3,2,1,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4963650,0.9919,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1990601,0.3312,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2584088,0.4631,4,2,2,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,2722959,0.494,1,0,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3275992,0.6169,3,1,2,1,0,0,1,1
Turi,Jasa,Mikro_Lv1,3179654,0.5955,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4240045,0.8311,1,0,1,1,1,0,2,1
Prambanan,Perdagangan,Mikro_Lv1,4515488,0.8923,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1355352,0.1901,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3980973,0.7735,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4140261,0.8089,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv2,9729612,0.9459,6,3,3,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2938410,0.5419,2,1,1,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv2,7539956,0.508,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1699609,0.2666,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3132831,0.5851,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1880686,0.3068,2,1,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3231188,0.6069,2,1,1,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,3903121,0.7562,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2697684,0.4884,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,921723,0.0937,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1996687,0.3326,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2965470,0.5479,4,2,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,3606763,0.6904,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2654572,0.4788,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3302176,0.6227,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3694724,0.7099,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3675067,0.7056,3,2,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,3223958,0.6053,3,2,1,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,4513262,0.8918,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv2,5908926,0.1818,6,3,3,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1594516,0.2432,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,5729876,0.146,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1255283,0.1678,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4012672,0.7806,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv2,6476589,0.2953,3,2,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1846903,0.2993,1,0,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1303351,0.1785,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1036188,0.1192,3,1,2,1,0,0,1,1
Depok,Perdagangan,Mikro_Lv1,806287,0.0681,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4981169,0.9958,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,4897358,0.9772,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv2,9031387,0.8063,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3982753,0.7739,3,1,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4267209,0.8372,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3290892,0.6202,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2146293,0.3658,1,1,0,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv2,5373807,0.0748,2,1,1,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv2,8757617,0.7515,4,2,2,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1149910,0.1444,3,1,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3640257,0.6978,1,1,0,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3420941,0.6491,3,2,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2385195,0.4189,1,1,0,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2916041,0.5369,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv2,6784626,0.3569,5,2,3,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1744533,0.2766,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2101378,0.3559,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4741087,0.9425,1,1,0,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,3118073,0.5818,3,2,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3251089,0.6114,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv4,32988838,0.3196,15,9,6,1,0,0,1,1
Sleman,Jasa,Mikro_Lv1,4940266,0.9867,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,818252,0.0707,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3485428,0.6634,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv3,15325035,0.355,6,3,3,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,2664511,0.481,3,2,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,677748,0.0395,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,9746441,0.9493,6,3,3,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1114120,0.1365,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3343105,0.6318,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3233462,0.6074,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,2742137,0.4983,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4153473,0.8119,1,0,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,558014,0.0129,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,822634,0.0717,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1778897,0.2842,1,0,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3113296,0.5807,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3584058,0.6853,3,2,1,1,0,0,1,0
Tempel,Agribisnis,Mikro_Lv1,2401023,0.4224,2,1,1,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,4691654,0.9315,3,2,1,1,1,0,2,1
Minggir,Jasa,Mikro_Lv1,2474812,0.4388,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4531891,0.896,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,891386,0.087,1,1,0,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,1111803,0.136,3,1,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,9193369,0.8387,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4887999,0.9751,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4397562,0.8661,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1708251,0.2685,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2484419,0.441,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4658021,0.924,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1421963,0.2049,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3680616,0.7068,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,892467,0.0872,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,3685628,0.7079,3,2,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,3446338,0.6547,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4494822,0.8877,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3956215,0.768,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1619467,0.2488,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv2,7932855,0.5866,5,2,3,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4424819,0.8722,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,872626,0.0828,2,1,1,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,1667787,0.2595,3,2,1,1,1,1,3,1
Godean,Perdagangan,Mikro_Lv1,2650294,0.4778,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3647941,0.6995,3,2,1,1,1,1,3,1
Kalasan,Jasa,Mikro_Lv1,1799722,0.2888,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1588377,0.2419,1,1,0,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2781569,0.507,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv4,25912303,0.0365,9,5,4,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2594737,0.4655,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2988014,0.5529,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv2,9769618,0.9539,2,1,1,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv1,2308092,0.4018,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4823790,0.9608,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3994605,0.7766,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2608452,0.4685,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,4321482,0.8492,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,630967,0.0291,3,1,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4416665,0.8704,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8197791,0.6396,6,3,3,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,4220946,0.8269,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4029953,0.7844,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3032721,0.5628,3,2,1,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,1079388,0.1288,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1383122,0.1962,3,1,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv2,7430626,0.4861,6,3,3,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,3013116,0.5585,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4994453,0.9988,1,1,0,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,3252149,0.6116,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv2,6758171,0.3516,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4871349,0.9714,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4511242,0.8914,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4335796,0.8524,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv2,9907023,0.9814,1,1,0,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,2243960,0.3875,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2619092,0.4709,3,1,2,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,3958037,0.7685,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,2972558,0.5495,2,1,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,544391,0.0099,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,3496275,0.6658,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,726280,0.0503,4,2,2,1,1,1,3,1
Moyudan,Jasa,Mikro_Lv1,2962727,0.5473,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2122213,0.3605,4,2,2,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4270882,0.838,1,1,0,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1107787,0.1351,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2500080,0.4445,1,1,0,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,884611,0.0855,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1022099,0.116,3,1,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3648148,0.6996,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3953103,0.7674,3,1,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1555222,0.2345,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,4028166,0.784,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2650435,0.4779,3,1,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,862101,0.0805,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3842296,0.7427,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2306542,0.4015,1,1,0,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2285038,0.3967,1,0,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3075099,0.5722,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1509193,0.2243,1,1,0,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,2656824,0.4793,1,0,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4959515,0.991,3,1,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv2,5415510,0.0831,1,1,0,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,4139000,0.8087,4,2,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1411801,0.2026,3,2,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2467588,0.4372,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,4734588,0.941,1,0,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,3809429,0.7354,4,2,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,2219255,0.3821,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4097959,0.7995,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2232903,0.3851,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3226372,0.6059,1,0,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2437500,0.4306,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2994007,0.5542,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1387012,0.1971,1,0,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv2,7573410,0.5147,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,5175963,0.0352,5,3,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3615263,0.6923,1,0,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,549967,0.0111,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3140308,0.5867,4,2,2,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,3095710,0.5768,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2493095,0.4429,1,1,0,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,3854104,0.7454,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3322874,0.6273,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv2,8557613,0.7115,3,1,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4937227,0.9861,3,1,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,3526145,0.6725,2,1,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,4357244,0.8572,1,0,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2604537,0.4677,3,1,2,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,3843828,0.7431,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv2,7757846,0.5516,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1255191,0.1678,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,4168475,0.8152,2,1,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,1192572,0.1539,3,1,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1463153,0.214,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,4196342,0.8214,3,1,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv2,8835924,0.7672,1,1,0,1,1,1,3,1
Gamping,Jasa,Mikro_Lv1,1934098,0.3187,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3452090,0.656,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,822142,0.0716,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4133010,0.8073,1,0,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv2,9005494,0.8011,6,4,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3847330,0.7439,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2552048,0.456,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1426627,0.2059,3,2,1,0,0,0,0,0
Tempel,Jasa,Kecil,727706467,0.6975,48,24,24,1,1,1,3,1
Gamping,Perdagangan,Mikro_Lv2,7272740,0.4545,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3130384,0.5845,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3612201,0.6916,3,2,1,1,0,0,1,0
