kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Ngemplak,Agribisnis,Mikro_Lv1,4185378,0.819,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3631289,0.6958,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv2,6584020,0.3168,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,732129,0.0516,4,2,2,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,8115261,0.6231,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4985893,0.9969,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv2,6574660,0.3149,3,1,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4195514,0.8212,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3275127,0.6167,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1203505,0.1563,1,0,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1128252,0.1396,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1362612,0.1917,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,2092597,0.3539,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,1173585,0.1497,3,2,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,3570732,0.6824,1,1,0,1,1,0,2,1
Tempel,Agribisnis,Mikro_Lv1,1203172,0.1563,3,1,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2053839,0.3453,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1614769,0.2477,2,1,1,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,1007184,0.1127,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,747910,0.0551,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4563812,0.9031,1,1,0,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,3713807,0.7142,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4525595,0.8946,1,0,1,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,3107677,0.5795,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,8619667,0.7239,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1273511,0.1719,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2969087,0.5487,1,1,0,1,0,0,1,1
Sleman,Jasa,Mikro_Lv2,6617972,0.3236,6,4,2,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,1469674,0.2155,1,0,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3858772,0.7464,4,2,2,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3583634,0.6853,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4357291,0.8572,2,1,1,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,939709,0.0977,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1243747,0.1653,2,1,1,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1851299,0.3003,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,943919,0.0986,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2791841,0.5093,1,1,0,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv2,6209115,0.2418,5,3,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3011088,0.558,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2999476,0.5554,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2840290,0.5201,3,2,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4756957,0.946,3,2,1,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,1370698,0.1935,4,2,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2562111,0.4582,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3672304,0.705,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1293953,0.1764,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,4590051,0.9089,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,3477384,0.6616,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1756744,0.2793,2,1,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,3220301,0.6045,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1881175,0.3069,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,731044,0.0513,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,2410869,0.4246,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2089158,0.3531,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3624309,0.6943,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,995253,0.1101,3,1,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2587253,0.4638,1,0,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,3196720,0.5993,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2475406,0.439,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,2130717,0.3624,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2377210,0.4172,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3089539,0.5755,1,1,0,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,1581367,0.2403,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2758037,0.5018,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2638265,0.4752,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,2145245,0.3656,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1138388,0.1419,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,940499,0.0979,1,1,0,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,1304017,0.1787,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2604120,0.4676,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,3857545,0.7461,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3933348,0.763,4,2,2,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,1215114,0.1589,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2544364,0.4543,1,0,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,1055634,0.1235,1,1,0,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1845699,0.299,1,0,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,697421,0.0439,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3353548,0.6341,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2071871,0.3493,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4196100,0.8214,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,671134,0.038,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4767439,0.9483,3,1,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,1681279,0.2625,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv2,9836715,0.9673,3,2,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,1975745,0.3279,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2408117,0.424,2,1,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv2,5945541,0.1891,3,1,2,1,1,0,2,1
Godean,Agribisnis,Mikro_Lv1,1951836,0.3226,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4539614,0.8977,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2324957,0.4055,3,1,2,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1033286,0.1185,2,1,1,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,3921086,0.7602,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv3,18213122,0.5475,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,843995,0.0764,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3012095,0.5582,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3190272,0.5978,2,1,1,1,0,0,1,0
Depok,Agribisnis,Mikro_Lv1,4283600,0.8408,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4001581,0.7781,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2546855,0.4549,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3322681,0.6273,4,2,2,0,0,0,0,0
Prambanan,Agribisnis,Mikro_Lv1,1830131,0.2956,2,1,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv2,6346260,0.2693,4,2,2,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,4180482,0.8179,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3115206,0.5812,3,2,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,4626934,0.9171,3,2,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,2141687,0.3648,4,2,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2066075,0.348,2,1,1,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2205319,0.379,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2981023,0.5513,3,2,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv2,5073415,0.0147,1,0,1,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,3769643,0.7266,4,2,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,4129549,0.8066,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1487965,0.2195,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4270394,0.8379,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,789321,0.0643,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2076094,0.3502,2,1,1,1,1,1,3,1
Ngaglik,Perdagangan,Mikro_Lv1,1452747,0.2117,2,1,1,1,1,0,2,1
Turi,Perdagangan,Mikro_Lv1,3283966,0.6187,1,1,0,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv2,9239957,0.848,1,1,0,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,2380993,0.418,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,1708412,0.2685,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2496509,0.4437,3,1,2,1,1,0,2,1
Turi,Agribisnis,Mikro_Lv1,504844,0.0011,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2381668,0.4181,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4354345,0.8565,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2732840,0.4962,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1125846,0.1391,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4947227,0.9883,4,2,2,1,1,1,3,1
Berbah,Jasa,Mikro_Lv1,2400887,0.4224,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv3,17467975,0.4979,8,4,4,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,3428650,0.6508,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv2,6221910,0.2444,4,2,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,4791790,0.9537,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1401498,0.2003,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1842709,0.2984,2,1,1,1,1,0,2,1
Ngaglik,Jasa,Mikro_Lv1,3432251,0.6516,3,2,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3173233,0.5941,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1185987,0.1524,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2826941,0.5171,1,0,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,4541804,0.8982,2,1,1,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv3,18974876,0.5983,5,3,2,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4230752,0.8291,3,1,2,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,2934575,0.541,3,2,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4890861,0.9757,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv2,8266860,0.6534,6,3,3,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,1001434,0.1114,1,1,0,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,2369013,0.4153,1,0,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4316856,0.8482,2,1,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2975173,0.55,3,1,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4261390,0.8359,4,2,2,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,2848176,0.5218,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,3101443,0.5781,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4539947,0.8978,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4023041,0.7829,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3003666,0.5564,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1947872,0.3217,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2518157,0.4485,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,4651668,0.9226,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4890812,0.9757,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,5204696,0.0409,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3706524,0.7126,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1831869,0.296,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2693155,0.4874,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3053609,0.5675,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,1346945,0.1882,4,2,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3900816,0.7557,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv3,14419471,0.2946,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2080394,0.3512,2,1,1,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,1363201,0.1918,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,507042,0.0016,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4358988,0.8576,3,2,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,3069129,0.5709,4,2,2,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,672993,0.0384,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4187807,0.8195,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,4833406,0.963,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3519498,0.671,2,1,1,1,1,0,2,1
Sleman,Agribisnis,Mikro_Lv1,1937353,0.3194,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4730803,0.9402,4,2,2,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8766073,0.7532,3,2,1,1,1,1,3,1
Moyudan,Jasa,Mikro_Lv1,4160993,0.8136,3,2,1,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4963650,0.9919,3,1,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1990601,0.3312,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2584088,0.4631,4,2,2,1,0,0,1,0
Godean,Agribisnis,Mikro_Lv1,2722959,0.494,1,0,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3275992,0.6169,3,1,2,1,0,0,1,1
Turi,Jasa,Mikro_Lv1,3179654,0.5955,3,2,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,4240045,0.8311,1,0,1,1,1,0,2,1
Prambanan,Perdagangan,Mikro_Lv1,4515488,0.8923,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1355352,0.1901,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3980973,0.7735,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4140261,0.8089,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv2,9729612,0.9459,6,3,3,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2938410,0.5419,2,1,1,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv2,7539956,0.508,2,1,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1699609,0.2666,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3132831,0.5851,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1880686,0.3068,2,1,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3231188,0.6069,2,1,1,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,3903121,0.7562,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2697684,0.4884,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,921723,0.0937,1,0,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1996687,0.3326,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2965470,0.5479,4,2,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,3606763,0.6904,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2654572,0.4788,4,2,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3302176,0.6227,3,1,2,1,0,0,1,1
Mlati,Jasa,Mikro_Lv1,1541348,0.2314,4,2,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,4392742,0.8651,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4043246,0.7874,2,1,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,3997924,0.7773,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2117044,0.3593,1,1,0,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,3277000,0.6171,4,2,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1248867,0.1664,2,1,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,3745139,0.7211,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1976589,0.3281,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1180153,0.1511,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1303351,0.1785,4,2,2,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,2759257,0.5021,4,2,2,1,1,1,3,1
Godean,Jasa,Mikro_Lv1,806287,0.0681,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,4150764,0.8113,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4073623,0.7941,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4936072,0.9858,2,1,1,1,0,0,1,0
Moyudan,Agribisnis,Mikro_Lv1,907763,0.0906,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,997611,0.1106,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2752938,0.5007,1,0,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3254672,0.6121,3,2,1,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,4694437,0.9321,3,2,1,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv2,6299357,0.2599,3,2,1,1,1,0,2,1
Seyegan,Jasa,Mikro_Lv1,1149910,0.1444,3,1,2,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,2367389,0.415,4,2,2,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3420941,0.6491,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,4983374,0.9963,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2916041,0.5369,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2892457,0.5317,3,2,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,4031556,0.7848,3,2,1,1,1,0,2,1
Berbah,Jasa,Mikro_Lv1,4319510,0.8488,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4741087,0.9425,1,1,0,0,0,0,0,0
Turi,Agribisnis,Mikro_Lv1,3696495,0.7103,3,1,2,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3251089,0.6114,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1564889,0.2366,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3793952,0.732,1,1,0,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4912739,0.9806,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,511290,0.0025,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3661636,0.7026,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2853315,0.523,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,2907367,0.535,3,2,1,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv1,2019689,0.3377,3,2,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,3343105,0.6318,2,1,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3233462,0.6074,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3344628,0.6321,4,2,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4725748,0.9391,3,1,2,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,558014,0.0129,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,822634,0.0717,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,1778897,0.2842,1,0,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3113296,0.5807,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3584058,0.6853,3,2,1,1,0,0,1,0
Tempel,Agribisnis,Mikro_Lv1,2401023,0.4224,2,1,1,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,4691654,0.9315,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,4162434,0.8139,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4278239,0.8396,4,2,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4040238,0.7867,2,1,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3555292,0.679,3,1,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2883984,0.5298,1,1,0,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,3995044,0.7767,3,2,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1731744,0.2737,4,2,2,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2183083,0.374,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv2,6984419,0.3969,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4658021,0.924,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1421963,0.2049,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3680616,0.7068,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,892467,0.0872,1,1,0,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,3685628,0.7079,3,2,1,1,1,0,2,1
Mlati,Jasa,Mikro_Lv1,3446338,0.6547,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4494822,0.8877,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,3956215,0.768,1,1,0,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,1743970,0.2764,1,1,0,1,1,0,2,1
Cangkringan,Agribisnis,Mikro_Lv1,3970981,0.7713,3,2,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,967707,0.1039,1,1,0,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3254205,0.612,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4530794,0.8957,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3049767,0.5666,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4453297,0.8785,1,0,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2285066,0.3967,4,2,2,1,0,0,1,1
Kalasan,Perdagangan,Mikro_Lv1,2524076,0.4498,1,1,0,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,1450462,0.2112,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3423012,0.6496,1,1,0,1,1,0,2,1
Berbah,Perdagangan,Mikro_Lv1,1791737,0.2871,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1763496,0.2808,4,2,2,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv2,7115107,0.423,6,3,3,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1153261,0.1452,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,1602368,0.245,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3598920,0.6886,4,2,2,1,1,0,2,1
Mlati,Perdagangan,Mikro_Lv1,4819381,0.9599,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1936362,0.3192,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,630967,0.0291,3,1,2,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,1353648,0.1897,3,2,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8197791,0.6396,6,3,3,1,1,0,2,1
Cangkringan,Perdagangan,Mikro_Lv1,4220946,0.8269,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4029953,0.7844,3,2,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3032721,0.5628,3,2,1,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,1079388,0.1288,3,2,1,0,0,0,0,0
