kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Gamping,Jasa,Mikro_Lv1,3065031,0.57,3,2,1,1,1,0,2,1,1,2
Gamping,Perdagangan,Mikro_Lv1,2221107,0.3825,1,1,0,1,0,0,1,0,1,4
Ngaglik,Agribisnis,Mikro_Lv1,2928763,0.5397,2,1,1,0,0,0,0,0,1,3
Kalasan,Jasa,Mikro_Lv1,3242651,0.6095,3,1,2,1,0,0,1,0,1,3
Tempel,Perdagangan,Mikro_Lv1,2294525,0.3988,4,2,2,0,0,0,0,0,0,5
Kalasan,Jasa,Mikro_Lv1,2150538,0.3668,2,1,1,0,0,0,0,0,1,2
Sleman,Jasa,Mikro_Lv1,3323697,0.6275,3,1,2,0,0,0,0,0,0,4
Tempel,Jasa,Mikro_Lv1,3599521,0.6888,3,2,1,1,0,0,1,0,0,1
Sleman,Jasa,Mikro_Lv1,967987,0.104,3,1,2,1,1,0,2,1,0,2
Ngaglik,Jasa,Mikro_Lv1,4421249,0.8714,2,1,1,1,1,0,2,1,1,4
Cangkringan,Jasa,Mikro_Lv1,523473,0.0052,2,1,1,0,0,0,0,0,0,4
Seyegan,Jasa,Mikro_Lv2,6675764,0.3352,6,3,3,0,0,0,0,0,0,5
Prambanan,Perdagangan,Mikro_Lv1,4140606,0.809,1,1,0,1,1,0,2,1,0,1
Sleman,Perdagangan,Mikro_Lv1,2463534,0.4363,4,2,2,0,0,0,0,0,0,1
Sleman,Agribisnis,Mikro_Lv1,3325398,0.6279,3,2,1,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,1932391,0.3183,3,2,1,1,1,0,2,1,1,3
Turi,Jasa,Mikro_Lv1,4759840,0.9466,3,2,1,0,0,0,0,0,0,5
Kalasan,Perdagangan,Mikro_Lv1,1075730,0.1279,1,0,1,1,1,0,2,1,1,1
Depok,Perdagangan,Mikro_Lv1,4041937,0.7871,3,2,1,0,0,0,0,0,1,3
Berbah,Perdagangan,Mikro_Lv1,4817003,0.9593,2,1,1,0,0,0,0,0,0,1
Mlati,Jasa,Mikro_Lv1,1224719,0.161,1,1,0,0,0,0,0,0,1,4
Seyegan,Perdagangan,Mikro_Lv1,1748328,0.2774,1,1,0,1,1,0,2,1,0,4
Ngemplak,Perdagangan,Mikro_Lv1,2151596,0.367,4,2,2,0,0,0,0,0,0,3
Prambanan,Jasa,Mikro_Lv1,3689519,0.7088,2,1,1,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,1929441,0.3177,3,1,2,0,0,0,0,0,1,1
Sleman,Jasa,Mikro_Lv1,667080,0.0371,1,0,1,1,0,0,1,0,0,4
Berbah,Perdagangan,Mikro_Lv2,7562144,0.5124,2,1,1,1,1,0,2,1,0,2
Prambanan,Jasa,Mikro_Lv1,3359427,0.6354,2,1,1,0,0,0,0,0,0,4
Pakem,Perdagangan,Mikro_Lv1,3965816,0.7702,2,1,1,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv1,2779071,0.5065,1,0,1,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,2755138,0.5011,1,1,0,1,1,1,3,1,0,1
Godean,Jasa,Mikro_Lv1,3612037,0.6916,3,1,2,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,4097639,0.7995,1,0,1,0,0,0,0,0,1,5
Kalasan,Agribisnis,Mikro_Lv4,28906956,0.1563,6,3,3,1,1,0,2,1,1,5
Ngemplak,Perdagangan,Mikro_Lv1,1603615,0.2452,3,1,2,0,0,0,0,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,3072228,0.5716,1,0,1,0,0,0,0,0,0,3
Minggir,Perdagangan,Mikro_Lv1,3590593,0.6868,2,1,1,0,0,0,0,0,0,4
Mlati,Perdagangan,Mikro_Lv1,1181113,0.1514,2,1,1,1,0,0,1,0,1,4
Godean,Agribisnis,Mikro_Lv2,7706691,0.5413,2,1,1,0,0,0,0,0,0,7
Ngaglik,Perdagangan,Mikro_Lv1,4010414,0.7801,3,2,1,0,0,0,0,0,1,4
Berbah,Perdagangan,Mikro_Lv1,2003595,0.3341,3,1,2,0,0,0,0,0,0,4
Mlati,Perdagangan,Mikro_Lv1,1837296,0.2972,3,2,1,0,0,0,0,0,1,2
Gamping,Perdagangan,Mikro_Lv1,1096887,0.1326,2,1,1,1,0,0,1,0,1,1
Sleman,Jasa,Mikro_Lv2,7067830,0.4136,5,3,2,1,1,0,2,1,0,7
Seyegan,Agribisnis,Mikro_Lv1,3511155,0.6691,1,1,0,0,0,0,0,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,522975,0.0051,1,1,0,0,0,0,0,0,0,1
Turi,Perdagangan,Mikro_Lv1,4916341,0.9814,4,2,2,1,0,0,1,0,0,5
Pakem,Perdagangan,Mikro_Lv1,1748294,0.2774,2,1,1,0,0,0,0,0,0,1
Kalasan,Perdagangan,Mikro_Lv1,3926482,0.7614,1,1,0,0,0,0,0,0,1,3
Godean,Perdagangan,Mikro_Lv1,2397302,0.4216,2,1,1,0,0,0,0,0,0,2
Ngaglik,Jasa,Mikro_Lv2,6834219,0.3668,4,2,2,0,0,0,0,0,1,4
Godean,Jasa,Mikro_Lv1,4544347,0.8987,2,1,1,1,0,0,1,0,0,2
Depok,Perdagangan,Mikro_Lv1,2274758,0.3944,3,2,1,1,1,0,2,1,1,3
Godean,Perdagangan,Mikro_Lv1,3809373,0.7354,1,1,0,0,0,0,0,0,0,2
Ngemplak,Perdagangan,Mikro_Lv1,916923,0.0926,2,1,1,1,0,0,1,0,0,1
Depok,Jasa,Mikro_Lv1,4725953,0.9391,2,1,1,1,0,0,1,1,1,3
Prambanan,Jasa,Mikro_Lv2,5433022,0.0866,1,1,0,1,1,0,2,1,0,2
Mlati,Agribisnis,Mikro_Lv1,1568499,0.2374,1,1,0,0,0,0,0,0,1,4
Godean,Perdagangan,Mikro_Lv1,2690218,0.4867,1,1,0,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv1,1375229,0.1945,3,2,1,0,0,0,0,0,0,3
Prambanan,Perdagangan,Mikro_Lv1,3251681,0.6115,1,1,0,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,1431025,0.2069,4,2,2,1,1,0,2,1,1,2
Gamping,Perdagangan,Mikro_Lv1,4370406,0.8601,4,2,2,1,1,0,2,1,1,3
Pakem,Perdagangan,Mikro_Lv1,2218649,0.3819,4,2,2,0,0,0,0,0,0,5
Mlati,Jasa,Mikro_Lv1,1141563,0.1426,2,1,1,1,1,1,3,1,1,4
Minggir,Perdagangan,Mikro_Lv1,1819912,0.2933,4,2,2,1,1,1,3,1,0,2
Kalasan,Perdagangan,Mikro_Lv1,4639490,0.9199,4,2,2,1,1,1,3,1,1,2
Ngaglik,Agribisnis,Mikro_Lv1,741586,0.0537,3,2,1,0,0,0,0,0,1,3
Mlati,Perdagangan,Mikro_Lv1,3020939,0.5602,1,1,0,1,0,0,1,1,1,3
Sleman,Jasa,Mikro_Lv1,4174908,0.8166,4,2,2,0,0,0,0,0,0,3
Kalasan,Perdagangan,Mikro_Lv1,1848745,0.2997,2,1,1,1,0,0,1,0,1,5
Tempel,Jasa,Mikro_Lv4,41971606,0.6789,6,3,3,1,1,0,2,1,0,14
Ngemplak,Jasa,Mikro_Lv1,4937858,0.9862,3,2,1,1,0,0,1,0,0,2
Tempel,Jasa,Mikro_Lv1,2529921,0.4511,4,2,2,1,0,0,1,0,0,1
Ngemplak,Perdagangan,Mikro_Lv1,1183174,0.1518,2,1,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,4629336,0.9176,1,0,1,0,0,0,0,0,0,4
Turi,Perdagangan,Mikro_Lv1,3387639,0.6417,4,2,2,0,0,0,0,0,0,5
Mlati,Perdagangan,Mikro_Lv2,6197922,0.2396,2,1,1,0,0,0,0,0,1,8
Sleman,Perdagangan,Mikro_Lv1,1441047,0.2091,4,2,2,0,0,0,0,0,0,5
Mlati,Jasa,Mikro_Lv1,2797121,0.5105,2,1,1,1,0,0,1,0,1,4
Sleman,Jasa,Mikro_Lv1,4529290,0.8954,4,2,2,0,0,0,0,0,0,5
Gamping,Perdagangan,Mikro_Lv1,4620161,0.9156,1,0,1,0,0,0,0,0,1,3
Seyegan,Agribisnis,Mikro_Lv1,3399032,0.6442,3,2,1,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv1,1087448,0.1305,2,1,1,0,0,0,0,0,0,1
Tempel,Perdagangan,Mikro_Lv1,2058493,0.3463,4,2,2,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv2,5485057,0.097,5,3,2,0,0,0,0,0,0,7
Tempel,Perdagangan,Mikro_Lv1,700029,0.0445,4,2,2,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv2,9726588,0.9453,3,2,1,1,0,0,1,1,1,5
Pakem,Jasa,Mikro_Lv1,3279415,0.6176,4,2,2,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,4136148,0.808,4,2,2,0,0,0,0,0,1,3
Berbah,Jasa,Mikro_Lv1,2282420,0.3961,3,1,2,1,0,0,1,0,0,4
Godean,Perdagangan,Mikro_Lv1,1014760,0.1144,4,2,2,0,0,0,0,0,0,2
Pakem,Jasa,Mikro_Lv1,655010,0.0344,3,2,1,0,0,0,0,0,0,4
Gamping,Jasa,Mikro_Lv1,4359595,0.8577,3,2,1,0,0,0,0,0,1,5
Godean,Perdagangan,Mikro_Lv1,4134606,0.8077,4,2,2,1,0,0,1,0,0,4
Ngaglik,Jasa,Mikro_Lv1,2696048,0.488,1,1,0,1,0,0,1,0,1,4
Moyudan,Perdagangan,Mikro_Lv1,2030602,0.3401,1,1,0,1,0,0,1,0,0,2
Ngaglik,Jasa,Mikro_Lv1,3989605,0.7755,4,2,2,0,0,0,0,0,1,4
Ngaglik,Perdagangan,Mikro_Lv1,4507811,0.8906,3,2,1,1,0,0,1,1,1,3
Ngemplak,Perdagangan,Mikro_Lv2,6689701,0.3379,3,1,2,0,0,0,0,0,0,7
Mlati,Agribisnis,Mikro_Lv1,4107639,0.8017,2,1,1,0,0,0,0,0,1,4
Ngaglik,Jasa,Mikro_Lv3,10588245,0.0392,7,3,4,1,1,0,2,1,1,3
Depok,Jasa,Mikro_Lv1,3260107,0.6134,2,1,1,1,1,0,2,1,1,2
Prambanan,Perdagangan,Mikro_Lv1,4383900,0.8631,4,2,2,1,0,0,1,0,0,2
Kalasan,Agribisnis,Mikro_Lv1,4167415,0.815,2,1,1,0,0,0,0,0,1,4
Godean,Jasa,Mikro_Lv1,4923123,0.9829,2,1,1,1,0,0,1,0,0,5
Tempel,Jasa,Mikro_Lv1,1075395,0.1279,1,0,1,1,0,0,1,1,0,3
Minggir,Jasa,Mikro_Lv1,1991402,0.3314,4,2,2,1,1,0,2,1,0,5
Berbah,Perdagangan,Mikro_Lv1,4635576,0.919,4,2,2,0,0,0,0,0,0,1
Gamping,Agribisnis,Mikro_Lv1,1311105,0.1802,2,1,1,0,0,0,0,0,1,4
Kalasan,Jasa,Mikro_Lv1,849350,0.0776,3,2,1,1,1,0,2,1,1,2
Sleman,Jasa,Mikro_Lv2,8197982,0.6396,2,1,1,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv3,21997128,0.7998,2,1,1,1,1,1,3,1,0,12
Depok,Jasa,Mikro_Lv1,793712,0.0653,3,2,1,0,0,0,0,0,1,4
Seyegan,Perdagangan,Mikro_Lv1,679117,0.0398,2,1,1,0,0,0,0,0,0,4
Prambanan,Jasa,Mikro_Lv1,3977817,0.7728,2,1,1,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv1,1435886,0.208,3,2,1,1,1,0,2,1,1,5
Ngaglik,Jasa,Mikro_Lv1,3836500,0.7414,4,2,2,0,0,0,0,0,1,3
Kalasan,Jasa,Mikro_Lv1,1562609,0.2361,2,1,1,1,1,0,2,1,1,4
Mlati,Jasa,Mikro_Lv1,1398920,0.1998,1,1,0,0,0,0,0,0,1,1
Kalasan,Perdagangan,Mikro_Lv1,990533,0.109,2,1,1,1,0,0,1,0,1,5
Depok,Jasa,Mikro_Lv1,1957030,0.3238,3,2,1,1,0,1,2,1,1,5
Kalasan,Agribisnis,Mikro_Lv1,1138637,0.1419,1,1,0,0,0,0,0,0,1,2
Depok,Jasa,Mikro_Lv1,4019517,0.7821,1,1,0,1,1,1,3,1,1,5
Depok,Perdagangan,Mikro_Lv1,4580082,0.9067,4,2,2,0,0,0,0,0,1,1
Mlati,Jasa,Mikro_Lv1,4073631,0.7941,1,1,0,0,0,0,0,0,1,3
Berbah,Perdagangan,Mikro_Lv1,3161912,0.5915,2,1,1,0,0,0,0,0,0,3
Turi,Jasa,Mikro_Lv1,630351,0.029,3,2,1,1,0,0,1,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,602299,0.0227,3,2,1,0,0,0,0,0,0,5
Seyegan,Perdagangan,Mikro_Lv1,2739241,0.4976,2,1,1,1,0,0,1,0,0,5
Kalasan,Jasa,Mikro_Lv1,4900838,0.978,1,1,0,1,0,0,1,1,1,4
Moyudan,Agribisnis,Mikro_Lv1,2528270,0.4507,1,1,0,0,0,0,0,0,0,1
Sleman,Agribisnis,Mikro_Lv1,4308834,0.8464,3,2,1,1,1,0,2,1,0,5
Moyudan,Jasa,Mikro_Lv1,857708,0.0795,4,2,2,0,0,0,0,0,0,4
Gamping,Jasa,Mikro_Lv2,8707046,0.7414,2,1,1,1,1,0,2,1,1,4
Kalasan,Jasa,Mikro_Lv1,3777132,0.7283,3,2,1,0,0,0,0,0,1,5
Seyegan,Jasa,Mikro_Lv1,4312633,0.8473,3,2,1,1,1,0,2,1,0,5
Mlati,Agribisnis,Mikro_Lv1,3355869,0.6346,2,1,1,0,0,0,0,0,1,2
Ngaglik,Jasa,Mikro_Lv1,913222,0.0918,2,1,1,1,0,0,1,1,1,5
Ngaglik,Jasa,Mikro_Lv1,2943109,0.5429,1,1,0,0,0,0,0,0,1,2
Sleman,Agribisnis,Mikro_Lv2,7591269,0.5183,1,0,1,0,0,0,0,0,0,5
Berbah,Jasa,Mikro_Lv1,1552103,0.2338,2,1,1,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,4506521,0.8903,3,2,1,1,0,0,1,0,0,5
Sleman,Jasa,Mikro_Lv1,4127857,0.8062,3,1,2,1,1,0,2,1,0,4
Seyegan,Jasa,Mikro_Lv2,9170355,0.8341,5,3,2,1,1,0,2,1,0,7
Godean,Agribisnis,Mikro_Lv1,4203092,0.8229,3,1,2,0,0,0,0,0,0,1
Sleman,Jasa,Mikro_Lv1,1629696,0.251,3,2,1,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,4192495,0.8206,3,2,1,1,0,0,1,1,0,2
Ngaglik,Jasa,Mikro_Lv2,6364249,0.2728,5,3,2,1,1,0,2,1,1,2
Godean,Perdagangan,Mikro_Lv1,4672499,0.9272,4,2,2,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,4225660,0.8279,1,1,0,1,0,0,1,1,0,1
Ngemplak,Agribisnis,Mikro_Lv1,722287,0.0494,3,1,2,0,0,0,0,0,0,3
Seyegan,Jasa,Mikro_Lv1,3519799,0.6711,3,1,2,1,1,0,2,1,0,4
Gamping,Perdagangan,Mikro_Lv1,4234912,0.83,1,1,0,1,1,0,2,1,1,1
Godean,Jasa,Mikro_Lv2,6363466,0.2727,5,3,2,1,1,0,2,1,0,6
Seyegan,Jasa,Mikro_Lv1,3914865,0.7589,4,2,2,0,0,0,0,0,0,4
Prambanan,Jasa,Mikro_Lv1,4529275,0.8954,4,2,2,1,0,0,1,0,0,2
Depok,Agribisnis,Mikro_Lv1,1736641,0.2748,3,2,1,0,0,0,0,0,1,2
Moyudan,Jasa,Mikro_Lv1,1415929,0.2035,3,1,2,1,0,0,1,0,0,2
Prambanan,Jasa,Mikro_Lv1,971133,0.1047,3,1,2,1,0,0,1,0,0,2
Pakem,Jasa,Mikro_Lv1,4110504,0.8023,1,1,0,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv1,2401959,0.4227,2,1,1,1,0,0,1,0,1,1
Mlati,Jasa,Mikro_Lv1,3926706,0.7615,1,0,1,1,1,0,2,1,1,2
Sleman,Jasa,Mikro_Lv1,2010995,0.3358,4,2,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,3152207,0.5894,2,1,1,0,0,0,0,0,1,3
Kalasan,Perdagangan,Mikro_Lv1,1749268,0.2776,1,1,0,0,0,0,0,0,1,3
Ngaglik,Jasa,Mikro_Lv1,698087,0.044,3,1,2,1,1,0,2,1,1,4
Sleman,Perdagangan,Mikro_Lv1,3087997,0.5751,2,1,1,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,4833588,0.963,3,1,2,1,1,1,3,1,1,2
Ngaglik,Jasa,Mikro_Lv1,3883249,0.7518,1,0,1,0,0,0,0,0,1,4
Depok,Perdagangan,Mikro_Lv1,3116261,0.5814,4,2,2,0,0,0,0,0,1,5
Godean,Jasa,Mikro_Lv1,4699969,0.9333,2,1,1,1,1,0,2,1,0,1
Sleman,Jasa,Mikro_Lv1,2826149,0.5169,1,1,0,1,0,0,1,0,0,3
Ngaglik,Agribisnis,Mikro_Lv1,1027789,0.1173,3,2,1,0,0,0,0,0,1,1
Seyegan,Perdagangan,Mikro_Lv1,3901493,0.7559,3,2,1,1,0,0,1,0,0,2
Mlati,Jasa,Mikro_Lv1,636898,0.0304,4,2,2,1,1,0,2,1,1,1
Kalasan,Jasa,Mikro_Lv1,2012467,0.3361,3,1,2,0,0,0,0,0,1,2
Prambanan,Jasa,Mikro_Lv1,841306,0.0758,1,1,0,0,0,0,0,0,0,2
Ngemplak,Jasa,Mikro_Lv1,1476135,0.2169,4,2,2,1,1,0,2,1,0,4
Depok,Jasa,Mikro_Lv1,1640000,0.2533,1,0,1,0,0,0,0,0,1,2
Sleman,Agribisnis,Mikro_Lv1,2084118,0.352,1,1,0,0,0,0,0,0,0,2
Depok,Perdagangan,Mikro_Lv1,1243002,0.1651,2,1,1,0,0,0,0,0,1,2
Ngaglik,Jasa,Mikro_Lv1,1147073,0.1438,2,1,1,1,0,0,1,0,1,5
Godean,Agribisnis,Mikro_Lv1,3517314,0.6705,4,2,2,0,0,0,0,0,0,4
Tempel,Perdagangan,Mikro_Lv2,5438597,0.0877,5,3,2,1,0,0,1,0,0,8
Godean,Perdagangan,Mikro_Lv1,2052384,0.345,1,1,0,0,0,0,0,0,0,5
Ngemplak,Perdagangan,Mikro_Lv1,4202070,0.8227,1,1,0,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,2891269,0.5314,4,2,2,0,0,0,0,0,0,2
Mlati,Perdagangan,Mikro_Lv1,4935357,0.9856,4,2,2,0,0,0,0,0,1,2
Seyegan,Perdagangan,Mikro_Lv1,4818869,0.9597,4,2,2,0,0,0,0,0,0,1
Ngemplak,Agribisnis,Mikro_Lv1,3306400,0.6236,1,1,0,0,0,0,0,0,0,1
Sleman,Perdagangan,Mikro_Lv1,3439314,0.6532,2,1,1,1,1,0,2,1,0,3
Cangkringan,Agribisnis,Mikro_Lv1,912077,0.0916,1,0,1,0,0,0,0,0,0,2
Moyudan,Perdagangan,Mikro_Lv1,1739211,0.2754,3,1,2,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv1,627634,0.0284,4,2,2,1,0,0,1,0,0,2
Ngaglik,Perdagangan,Mikro_Lv1,3662348,0.7027,3,2,1,0,0,0,0,0,1,5
Gamping,Agribisnis,Mikro_Lv2,8673812,0.7348,6,3,3,0,0,0,0,0,1,4
Berbah,Jasa,Mikro_Lv1,2124402,0.361,4,2,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,2027221,0.3394,2,1,1,1,0,0,1,0,1,2
Mlati,Jasa,Mikro_Lv1,4907725,0.9795,1,1,0,0,0,0,0,0,1,5
Kalasan,Jasa,Mikro_Lv1,953992,0.1009,4,2,2,0,0,0,0,0,1,1
Minggir,Jasa,Mikro_Lv2,5931319,0.1863,2,1,1,1,1,0,2,1,0,8
Mlati,Perdagangan,Mikro_Lv1,3174698,0.5944,1,1,0,1,0,0,1,1,1,3
Seyegan,Agribisnis,Mikro_Lv1,1289681,0.1755,2,1,1,0,0,0,0,0,0,5
Seyegan,Jasa,Mikro_Lv1,4338931,0.8531,3,1,2,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv1,1977837,0.3284,1,1,0,1,1,0,2,1,0,4
Gamping,Perdagangan,Mikro_Lv1,1341048,0.1869,4,2,2,1,1,0,2,1,1,4
Ngaglik,Jasa,Mikro_Lv1,976242,0.1058,4,2,2,1,1,0,2,1,1,1
Depok,Jasa,Mikro_Lv1,3181832,0.596,4,2,2,1,1,1,3,1,1,5
Sleman,Perdagangan,Mikro_Lv1,1046622,0.1215,1,1,0,1,0,0,1,0,0,2
Sleman,Agribisnis,Mikro_Lv1,4488095,0.8862,4,2,2,0,0,0,0,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,4940165,0.9867,1,0,1,1,1,0,2,1,1,2
Tempel,Jasa,Mikro_Lv1,3802593,0.7339,3,1,2,0,0,0,0,0,0,4
Sleman,Perdagangan,Mikro_Lv1,4747873,0.944,1,0,1,1,0,0,1,0,0,1
Kalasan,Jasa,Mikro_Lv2,8056121,0.6112,1,1,0,0,0,0,0,0,1,2
Kalasan,Perdagangan,Mikro_Lv1,2378315,0.4174,1,1,0,0,0,0,0,0,1,2
Prambanan,Perdagangan,Mikro_Lv1,3226165,0.6058,3,1,2,0,0,0,0,0,0,3
Ngaglik,Perdagangan,Mikro_Lv2,9715780,0.9432,5,3,2,1,0,0,1,0,1,6
Minggir,Perdagangan,Mikro_Lv1,4998155,0.9996,3,1,2,0,0,0,0,0,0,3
Seyegan,Perdagangan,Mikro_Lv1,1947726,0.3217,4,2,2,0,0,0,0,0,0,4
Moyudan,Perdagangan,Mikro_Lv1,1320650,0.1824,2,1,1,0,0,0,0,0,0,5
Godean,Perdagangan,Mikro_Lv1,3863544,0.7475,3,2,1,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv2,6874360,0.3749,5,3,2,1,1,0,2,1,0,8
Mlati,Perdagangan,Mikro_Lv1,2205755,0.3791,1,0,1,0,0,0,0,0,1,1
Minggir,Jasa,Mikro_Lv1,4148601,0.8108,4,2,2,1,1,0,2,1,0,4
Seyegan,Jasa,Mikro_Lv1,3443847,0.6542,3,1,2,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,1686231,0.2636,1,1,0,0,0,0,0,0,1,4
Gamping,Perdagangan,Mikro_Lv1,3749329,0.7221,2,1,1,1,0,0,1,0,1,1
Godean,Perdagangan,Mikro_Lv1,2223442,0.383,3,2,1,1,0,0,1,1,0,2
Berbah,Perdagangan,Mikro_Lv1,2167549,0.3706,2,1,1,0,0,0,0,0,0,5
Tempel,Perdagangan,Mikro_Lv1,4805419,0.9568,3,1,2,0,0,0,0,0,0,3
Berbah,Jasa,Mikro_Lv1,4896512,0.977,3,2,1,1,0,0,1,0,0,1
Depok,Jasa,Mikro_Lv1,1970839,0.3269,2,1,1,1,1,0,2,1,1,1
Mlati,Jasa,Mikro_Lv1,2807123,0.5127,1,1,0,0,0,0,0,0,1,4
Moyudan,Agribisnis,Mikro_Lv1,4949779,0.9888,1,1,0,0,0,0,0,0,0,1
Ngaglik,Jasa,Mikro_Lv1,2583571,0.463,4,2,2,0,0,0,0,0,1,1
Mlati,Perdagangan,Mikro_Lv1,1227158,0.1616,3,2,1,0,0,0,0,0,1,2
Depok,Perdagangan,Mikro_Lv1,3568730,0.6819,1,1,0,0,0,0,0,0,1,3
Kalasan,Jasa,Mikro_Lv1,1043228,0.1207,1,1,0,0,0,0,0,0,1,5
Depok,Jasa,Mikro_Lv1,3241864,0.6093,2,1,1,0,0,0,0,0,1,3
Turi,Jasa,Mikro_Lv1,2912498,0.5361,1,0,1,1,1,0,2,1,0,1
Moyudan,Perdagangan,Mikro_Lv1,3601946,0.6893,1,0,1,1,0,0,1,0,0,5
Turi,Jasa,Mikro_Lv1,512708,0.0028,4,2,2,0,0,0,0,0,0,1
Depok,Perdagangan,Mikro_Lv1,1837534,0.2972,2,1,1,1,1,0,2,1,1,1
Ngemplak,Perdagangan,Mikro_Lv1,1633574,0.2519,3,2,1,0,0,0,0,0,0,4
Prambanan,Jasa,Mikro_Lv1,595839,0.0213,1,0,1,1,0,0,1,0,0,1
Sleman,Perdagangan,Mikro_Lv1,4723925,0.9387,4,2,2,0,0,0,0,0,0,2
Tempel,Agribisnis,Mikro_Lv1,3974999,0.7722,3,2,1,0,0,0,0,0,0,4
Minggir,Jasa,Mikro_Lv1,3431461,0.6514,1,1,0,1,1,0,2,1,0,5
Cangkringan,Jasa,Mikro_Lv1,770473,0.0601,1,1,0,0,0,0,0,0,0,1
Mlati,Jasa,Mikro_Lv1,1191455,0.1537,4,2,2,0,0,0,0,0,1,3
Ngaglik,Jasa,Mikro_Lv2,6045075,0.209,6,3,3,1,0,0,1,0,1,4
Ngemplak,Jasa,Mikro_Lv1,1103901,0.1342,2,1,1,1,0,0,1,0,0,4
Ngaglik,Jasa,Mikro_Lv1,2542174,0.4538,2,1,1,1,1,0,2,1,1,1
Sleman,Perdagangan,Mikro_Lv1,721161,0.0491,2,1,1,1,1,0,2,1,0,2
Kalasan,Agribisnis,Mikro_Lv1,2598299,0.4663,1,1,0,0,0,0,0,0,1,3
Mlati,Jasa,Mikro_Lv2,9664337,0.9329,6,3,3,0,0,0,0,0,1,3
Gamping,Jasa,Mikro_Lv1,3898305,0.7552,1,1,0,1,0,0,1,0,1,3
Tempel,Perdagangan,Mikro_Lv1,4125369,0.8056,4,2,2,0,0,0,0,0,0,2
Mlati,Jasa,Mikro_Lv1,4445267,0.8767,1,1,0,1,1,0,2,1,1,1
Berbah,Jasa,Mikro_Lv1,1792973,0.2873,4,2,2,0,0,0,0,0,0,4
Depok,Jasa,Mikro_Lv1,1118426,0.1374,2,1,1,1,1,0,2,1,1,2
Mlati,Jasa,Mikro_Lv1,2328123,0.4062,4,2,2,1,1,0,2,1,1,5
Seyegan,Perdagangan,Mikro_Lv1,4007367,0.7794,4,2,2,0,0,0,0,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,4849632,0.9666,1,0,1,0,0,0,0,0,1,1
Gamping,Agribisnis,Mikro_Lv1,1918727,0.3153,2,1,1,0,0,0,0,0,1,4
Mlati,Perdagangan,Mikro_Lv1,2638330,0.4752,2,1,1,1,0,0,1,0,1,4
Gamping,Jasa,Mikro_Lv1,2702499,0.4894,2,1,1,1,1,0,2,1,1,2
Mlati,Jasa,Mikro_Lv1,1815211,0.2923,1,1,0,1,0,0,1,0,1,4
Sleman,Jasa,Mikro_Lv1,2464450,0.4365,3,2,1,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,4884477,0.9743,3,2,1,0,0,0,0,0,1,2
Kalasan,Perdagangan,Mikro_Lv1,4015489,0.7812,3,2,1,1,0,0,1,0,1,2
Ngemplak,Jasa,Mikro_Lv2,6561213,0.3122,2,1,1,1,0,0,1,0,0,3
Godean,Agribisnis,Mikro_Lv1,3278759,0.6175,4,2,2,1,1,0,2,1,0,5
Godean,Agribisnis,Mikro_Lv1,4202818,0.8228,2,1,1,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv1,3896122,0.7547,4,2,2,0,0,0,0,0,0,4
